,time,s_user,s_domain,d_user,d_domain,scom,dcom,a_t,logon_type,a_ot,s/f
0,3914053,C6012,DOM1,C6012$,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,2985989,C13851,DOM1,C13851$,DOM1,C13851,C1015,NTLM,Network,LogOn,"Success
"
0,463960,C14051,DOM1,C14051$,DOM1,C14051,C528,NTLM,Network,LogOn,"Success
"
0,3709622,C104,DOM1,C104$,DOM1,C105,C523,Kerberos,Network,LogOn,"Success
"
0,2656194,C1114,DOM1,C1114$,DOM1,C528,C528,?,Network,LogOff,"Success
"
0,2604448,C6998,DOM1,C6998$,DOM1,C6998,C2162,Kerberos,Network,LogOn,"Success
"
0,4986034,C3741,DOM1,C3741$,DOM1,C3741,C3741,?,Network,LogOff,"Success
"
0,3527556,C2480,DOM1,C2480$,DOM1,C2480,C2480,Kerberos,Network,LogOn,"Success
"
0,4568405,NETWORK SERVICE,C15288,NETWORK SERVICE,C15288,C15288,C15288,Negotiate,Service,LogOn,"Success
"
0,1533475,C10043,DOM1,C10043$,DOM1,C457,C457,?,Network,LogOff,"Success
"
0,3208938,U66,DOM1,U66,DOM1,C3077,C3077,?,Network,LogOff,"Success
"
0,4726759,C3503,DOM1,C3503$,DOM1,C3503,C612,Kerberos,Network,LogOn,"Success
"
0,638439,C2744,DOM1,C2744$,DOM1,C2744,C457,Kerberos,Network,LogOn,"Success
"
0,4978930,C2391,DOM1,C2391$,DOM1,C2392,C1065,?,?,TGS,"Success
"
0,922431,C528,DOM1,C528$,DOM1,C528,C528,?,Network,LogOff,"Success
"
0,2206074,C4462,DOM1,C4462$,DOM1,C457,C457,?,Network,LogOff,"Success
"
0,2163409,U22,DOM1,U22,DOM1,C457,C457,?,Network,LogOff,"Success
"
0,3927066,C9366,DOM1,C9366$,DOM1,C9366,C529,?,?,TGS,"Success
"
0,406737,U2122,DOM1,U2122,DOM1,C3034,C3034,?,Network,LogOff,"Success
"
0,1563391,U13,DOM1,U13,DOM1,C368,C368,?,Network,LogOff,"Success
"
0,1040301,C5246,DOM1,C5246$,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,4151062,C12238,DOM1,C12238$,DOM1,C12238,C528,Kerberos,Network,LogOn,"Success
"
0,1553475,C255,DOM1,C255$,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,1668205,C2073,DOM1,C2073$,DOM1,C457,C457,?,Network,LogOff,"Success
"
0,1288601,U4,DOM1,U4,DOM1,C229,C229,?,Network,LogOff,"Success
"
0,2625421,C3992,DOM1,C3992$,DOM1,C3992,C528,Kerberos,Network,LogOn,"Success
"
0,647555,U349,DOM1,U349,DOM1,C529,C529,?,Network,LogOff,"Success
"
0,1959360,C7057,DOM1,C7057$,DOM1,C7057,C467,NTLM,Network,LogOn,"Success
"
0,4678360,C1474,DOM1,C1474$,DOM1,C1474,C1474,?,?,TGS,"Success
"
0,2348658,U2492,DOM1,U2492,DOM1,C5618,C5618,?,Network,LogOff,"Success
"
0,1379874,U5834,DOM1,U5834,DOM1,C13483,C585,Kerberos,Network,LogOn,"Success
"
0,4294065,C25895,DOM1,C25895$,DOM1,C8577,C3034,Kerberos,Network,LogOn,"Success
"
0,3675914,C101,DOM1,C101$,DOM1,C101,C2106,Kerberos,Network,LogOn,"Success
"
0,3622547,C22621,DOM1,C22621$,DOM1,C22621,C1065,Kerberos,Network,LogOn,"Success
"
0,4383560,C19667,DOM1,C19667$,DOM1,C19667,C528,Kerberos,Network,LogOn,"Success
"
0,2703641,U8954,DOM1,U8954,DOM1,C2162,C2162,?,Network,LogOff,"Success
"
0,3877849,U1489,?,U1489,?,C13072,C13072,?,?,TGT,"Fail
"
0,1631635,NETWORK SERVICE,C8124,NETWORK SERVICE,C8124,C8124,C8124,Negotiate,Service,LogOn,"Success
"
0,4595598,C2598,DOM1,C2598$,DOM1,C2598,C529,Kerberos,Network,LogOn,"Success
"
0,3436579,C994,DOM1,C994$,DOM1,C994,C457,Kerberos,Network,LogOn,"Success
"
0,4332131,C7034,DOM1,C7034$,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,4790735,U1703,DOM1,U1703,DOM1,C11286,C11286,?,?,TGS,"Success
"
0,450261,C9643,DOM1,C9643$,DOM1,C3173,C3173,?,Network,LogOff,"Success
"
0,634563,C7564,DOM1,C7564$,DOM1,C7564,C467,NTLM,Network,LogOn,"Success
"
0,1397187,C4580,DOM1,C4580$,DOM1,C467,C467,?,Network,LogOff,"Success
"
0,1077693,U54,DOM1,U54,DOM1,C229,C229,?,Network,LogOff,"Success
"
0,4065580,C19176,DOM1,C19176$,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,4982865,C9434,DOM1,C9434$,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,3234796,C104,DOM1,C104$,DOM1,C105,C1085,Kerberos,Network,LogOn,"Success
"
0,2661952,C1688,DOM1,C1688$,DOM1,C1689,C457,Kerberos,Network,LogOn,"Success
"
0,3547815,C24145,DOM1,C24145$,DOM1,C24145,C24145,?,Network,LogOff,"Success
"
0,59912,U6,DOM1,U6,DOM1,C61,C61,?,Network,LogOff,"Success
"
0,4277025,C23658,DOM1,C23658$,DOM1,C23657,C457,?,?,TGS,"Success
"
0,1879777,C19696,DOM1,C19696$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,1960452,C7065,DOM1,C7065$,DOM1,C7065,C1065,Kerberos,Network,LogOn,"Success
"
0,4879555,C538,DOM1,C538$,DOM1,C101,C101,?,Network,LogOff,"Success
"
0,4127492,C19505,DOM1,C19505$,DOM1,C19505,C801,Kerberos,Network,LogOn,"Success
"
0,4616027,C11533,DOM1,C11533$,DOM1,C11533,C11533,?,?,TGT,"Success
"
0,3062496,U3144,DOM1,U3144,DOM1,C2162,C2162,?,Network,LogOff,"Success
"
0,2478243,U9786,DOM1,U9786,DOM1,C16991,C2327,?,?,TGS,"Success
"
0,2574328,U237,DOM1,U237,DOM1,C61,C61,?,Network,LogOff,"Success
"
0,547000,U5532,DOM1,U5532,DOM1,C3186,C1065,Kerberos,Network,LogOn,"Success
"
0,4807819,U2758,DOM1,U2758,DOM1,C14110,C529,Kerberos,Network,LogOn,"Success
"
0,461697,C8992,DOM1,C8992$,DOM1,C529,C529,?,Network,LogOff,"Success
"
0,4741928,C3098,DOM1,C3098$,DOM1,C3098,C467,NTLM,Network,LogOn,"Success
"
0,4501544,U22,DOM1,U22,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,401784,C1656,DOM1,C1656$,DOM1,C1656,C625,Kerberos,Network,LogOn,"Success
"
0,2822260,C7079,DOM1,C7079$,DOM1,C7079,C528,Kerberos,Network,LogOn,"Success
"
0,410632,C8834,DOM1,C8834$,DOM1,C1798,C8834,Kerberos,Network,LogOn,"Success
"
0,931782,C16201,DOM1,C16201$,DOM1,C16201,C529,Kerberos,Network,LogOn,"Success
"
0,4311059,C219,DOM1,C219$,DOM1,C2162,C2162,?,Network,LogOff,"Success
"
0,3038522,C3776,DOM1,C3776$,DOM1,C625,C625,?,Network,LogOff,"Success
"
0,4103994,NETWORK SERVICE,C5002,NETWORK SERVICE,C5002,C5002,C5002,Negotiate,Service,LogOn,"Success
"
0,2695038,U34,DOM1,U34,DOM1,C921,C921,?,Network,LogOff,"Success
"
0,382747,U3442,DOM1,U3442,DOM1,C457,C457,?,Network,LogOff,"Success
"
0,284328,U66,DOM1,U66,DOM1,C72,C72,Kerberos,Network,LogOn,"Success
"
0,4551727,C12347,DOM1,C12347$,DOM1,C12347,TGT,?,?,TGS,"Success
"
0,1048395,C950,DOM1,C950$,DOM1,C950,C528,Kerberos,Network,LogOn,"Success
"
0,1257540,C1620,DOM1,C1620$,DOM1,C457,C457,?,Network,LogOff,"Success
"
0,2125232,C1349,DOM1,C1349$,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,1025664,C2391,DOM1,C2391$,DOM1,C2392,C1065,Kerberos,Network,LogOn,"Success
"
0,4755935,NETWORK SERVICE,C7354,NETWORK SERVICE,C7354,C7354,C7354,Negotiate,Service,LogOn,"Success
"
0,1245004,C395,DOM1,C395$,DOM1,C528,C528,?,Network,LogOff,"Success
"
0,4537264,C4112,DOM1,C4112$,DOM1,C4112,C586,Kerberos,Network,LogOn,"Success
"
0,2629438,C585,DOM1,C585$,DOM1,C585,C586,Kerberos,Network,LogOn,"Success
"
0,2480408,C5566,DOM1,C5566$,DOM1,C5566,C612,Kerberos,Network,LogOn,"Success
"
0,2265875,C5031,DOM1,C5031$,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,3206531,C2508,DOM1,C2508$,DOM1,C2508,C2508,Kerberos,Network,LogOn,"Success
"
0,3341951,U713,DOM1,U713,DOM1,C625,C625,?,Network,LogOff,"Success
"
0,3678754,C11281,DOM1,C11281$,DOM1,C11281,C3443,Kerberos,Network,LogOn,"Success
"
0,3777411,C8437,DOM1,C8437$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,2355318,C5574,DOM1,C5574$,DOM1,C5574,C625,Kerberos,Network,LogOn,"Success
"
0,3529441,U880,DOM1,U880,DOM1,C585,C585,?,Network,LogOff,"Success
"
0,3690650,U66,DOM1,U66,DOM1,C1823,C2358,?,?,TGS,"Success
"
0,3007753,U7539,DOM1,U7539,DOM1,C1015,C1015,?,Network,LogOff,"Success
"
0,2838249,U83,C1747,C1747$,DOM1,C1747,C1747,?,?,AuthMap,"Success
"
0,638188,U22,DOM1,U22,DOM1,C506,C586,Kerberos,Network,LogOn,"Success
"
0,4581902,U10107,DOM1,U10107,DOM1,C419,C419,Kerberos,Network,LogOn,"Success
"
0,4609894,C4,DOM1,C4$,DOM1,C625,C625,?,Network,LogOff,"Success
"
0,492646,C978,DOM1,C978$,DOM1,C528,C528,?,Network,LogOff,"Success
"
0,3910126,C2885,DOM1,C2885$,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,3219864,NETWORK SERVICE,C2271,NETWORK SERVICE,C2271,C2271,C2271,Negotiate,Service,LogOn,"Success
"
0,3066653,U9861,DOM1,U9861,DOM1,C20764,C529,Kerberos,Network,LogOn,"Success
"
0,1869590,C15198,DOM1,C15198$,DOM1,C15198,C15198,?,Network,LogOff,"Success
"
0,4118192,C1114,DOM1,C1114$,DOM1,C1115,C1114,?,?,TGS,"Success
"
0,3019039,C2873,DOM1,C2873$,DOM1,C2873,C528,Kerberos,Network,LogOn,"Success
"
0,2915375,C13726,DOM1,C13726$,DOM1,C529,C529,?,Network,LogOff,"Success
"
0,4670967,C2365,DOM1,C2365$,DOM1,C2366,C1065,Kerberos,Network,LogOn,"Success
"
0,3474755,C2918,DOM1,C2918$,DOM1,C2918,C2918,Kerberos,Network,LogOn,"Success
"
0,1970282,ANONYMOUS LOGON,C586,ANONYMOUS LOGON,C586,C586,C586,?,Network,LogOff,"Success
"
0,1586511,U1,DOM1,U1,DOM1,C419,C419,Kerberos,Network,LogOn,"Success
"
0,4804670,U3088,DOM1,U3088,DOM1,C23547,C2106,Kerberos,Network,LogOn,"Success
"
0,4322524,C1295,DOM1,C1295$,DOM1,C1295,C586,Kerberos,Network,LogOn,"Success
"
0,450912,ANONYMOUS LOGON,C586,ANONYMOUS LOGON,C586,C1454,C586,NTLM,Network,LogOn,"Success
"
0,2806928,C1114,DOM1,C1114$,DOM1,C1115,C1114,?,?,TGS,"Success
"
0,4879762,U879,DOM1,U879,DOM1,C1025,C1025,?,Network,LogOff,"Success
"
0,667236,ANONYMOUS LOGON,C586,ANONYMOUS LOGON,C586,C1289,C586,NTLM,Network,LogOn,"Success
"
0,2043014,U13,DOM1,U13,DOM1,C625,C625,?,Network,LogOff,"Success
"
0,4314364,U773,DOM1,U773,DOM1,C529,C529,?,Network,LogOff,"Success
"
0,4953139,U3611,DOM1,U3611,DOM1,C9096,C586,Kerberos,Network,LogOn,"Success
"
0,4027971,C104,DOM1,C104$,DOM1,C105,C529,Kerberos,Network,LogOn,"Success
"
0,4488643,C1065,DOM1,C1065$,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,4363132,U5116,DOM1,U5116,DOM1,C539,C539,?,?,TGT,"Success
"
0,2755603,C11851,DOM1,C11851$,DOM1,C11851,C457,Kerberos,Network,LogOn,"Success
"
0,1228616,C2817,DOM1,C2817$,DOM1,C2817,C586,Kerberos,Network,LogOn,"Success
"
0,2722120,U7,DOM1,U7,DOM1,C921,C921,Kerberos,Network,LogOn,"Success
"
0,3506478,U2015,DOM1,U2015,DOM1,C6217,C1877,?,?,TGS,"Success
"
0,2347537,U1419,DOM1,U1419,DOM1,C528,C528,?,Network,LogOff,"Success
"
0,1892121,U7585,DOM1,U7585,DOM1,C2557,C467,Kerberos,Network,LogOn,"Success
"
0,1128253,C2964,DOM1,C2964$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,4824664,U7296,DOM1,U7296,DOM1,C527,C123,?,?,TGS,"Success
"
0,3530684,C12201,DOM1,C12201$,DOM1,C12201,C2162,Kerberos,Network,LogOn,"Success
"
0,566700,U9287,DOM1,U9287,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,557755,U3926,DOM1,U3926,DOM1,C3830,C2553,?,?,TGS,"Success
"
0,4936480,C22746,DOM1,C22746$,DOM1,C22746,C625,Kerberos,Network,LogOn,"Success
"
0,568805,C1114,DOM1,C1114$,DOM1,C1115,C101,Kerberos,Network,LogOn,"Success
"
0,1917477,C1167,DOM1,C1167$,DOM1,C1167,C625,Kerberos,Network,LogOn,"Success
"
0,3131287,C2863,DOM1,C2863$,DOM1,C625,C625,?,Network,LogOff,"Success
"
0,22682,C2319,DOM1,C2319$,DOM1,C2320,C467,Kerberos,Network,LogOn,"Success
"
0,4691149,C2096,DOM1,C2096$,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,4658481,C4027,DOM1,C4027$,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,2370945,C1258,DOM1,C1258$,DOM1,C1258,C457,Kerberos,Network,LogOn,"Success
"
0,2296057,C1503,DOM1,C1503$,DOM1,C467,C467,?,Network,LogOff,"Success
"
0,7127,C1661,DOM1,C1661$,DOM1,C1661,C1661,?,Network,LogOff,"Success
"
0,358352,U346,DOM1,U346,DOM1,C1183,C92,Kerberos,Network,LogOn,"Success
"
0,264372,C446,DOM1,C446$,DOM1,C446,C528,Kerberos,Network,LogOn,"Success
"
0,3842151,C265,DOM1,C265$,DOM1,C265,TGT,?,?,TGS,"Success
"
0,4003733,U66,DOM1,U66,DOM1,C2737,C2737,?,Network,LogOff,"Success
"
0,3307634,C1827,DOM1,C1827$,DOM1,C1828,C1828,?,?,TGT,"Success
"
0,551949,U65,C1669,U65,C1669,C1669,C1669,Negotiate,Batch,LogOn,"Success
"
0,4829182,ANONYMOUS LOGON,C586,ANONYMOUS LOGON,C586,C2816,C586,NTLM,Network,LogOn,"Success
"
0,39135,C9964,DOM1,C9964$,DOM1,C9964,C625,Kerberos,Network,LogOn,"Success
"
0,3559580,C362,DOM1,C362$,DOM1,C362,C612,?,?,TGS,"Success
"
0,4445251,U4,DOM1,U4,DOM1,C229,C229,?,Network,LogOff,"Success
"
0,1513344,C241,DOM1,C241$,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,4063350,ANONYMOUS LOGON,C625,ANONYMOUS LOGON,C625,C1141,C625,NTLM,Network,LogOn,"Success
"
0,2784380,C599,DOM1,C599$,DOM1,C1619,C988,Kerberos,Network,LogOn,"Success
"
0,2019640,U5597,DOM1,U5597,DOM1,C13119,C586,Kerberos,Network,LogOn,"Success
"
0,3649256,C1335,DOM1,C1335$,DOM1,C457,C457,?,Network,LogOff,"Success
"
0,2600181,C11789,DOM1,C11789$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,3588056,C599,DOM1,C599$,DOM1,C1619,C101,Kerberos,Network,LogOn,"Success
"
0,3831710,U7864,?,U7864,?,C19515,C19515,?,?,TGT,"Fail
"
0,850505,C14078,DOM1,C14078$,DOM1,C14078,C2106,Kerberos,Network,LogOn,"Success
"
0,2897689,U4882,DOM1,U4882,DOM1,C11858,C1015,Kerberos,Network,LogOn,"Success
"
0,2023741,C7859,DOM1,C7859$,DOM1,C529,C529,?,Network,LogOff,"Success
"
0,1233426,C104,DOM1,C104$,DOM1,C105,C523,Kerberos,Network,LogOn,"Success
"
0,1428618,U113,DOM1,U113,DOM1,C1710,C1710,?,Interactive,LogOff,"Success
"
0,3147050,C18454,DOM1,C18454$,DOM1,C18454,C586,Kerberos,Network,LogOn,"Success
"
0,4043103,NETWORK SERVICE,C1615,NETWORK SERVICE,C1615,C1615,C1615,Negotiate,Service,LogOn,"Success
"
0,4311659,C3711,DOM1,C3711$,DOM1,C3711,C586,Kerberos,Network,LogOn,"Success
"
0,2052332,U334,DOM1,U334,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,2431779,U7077,DOM1,U7077,DOM1,C2106,C2106,?,Network,LogOff,"Success
"
0,2035289,ANONYMOUS LOGON,C586,ANONYMOUS LOGON,C586,C586,C586,?,Network,LogOff,"Success
"
0,2157322,C567,DOM1,C567$,DOM1,C553,C553,?,Network,LogOff,"Success
"
0,4074964,C18238,DOM1,C18238$,DOM1,C18238,C1065,Kerberos,Network,LogOn,"Success
"
0,1293705,C5811,DOM1,C5811$,DOM1,C467,C467,?,Network,LogOff,"Success
"
0,4196990,C123,DOM1,C123$,DOM1,C523,C523,?,Network,LogOff,"Success
"
0,4915214,U22,DOM1,U22,DOM1,C452,U22,?,?,TGS,"Success
"
0,4832325,NETWORK SERVICE,C19774,NETWORK SERVICE,C19774,C19774,C19774,Negotiate,Service,LogOn,"Success
"
0,2454983,C1042,DOM1,U665,DOM1,C4832,C1042,Negotiate,RemoteInteractive,LogOn,"Success
"
0,4359046,C10955,DOM1,C10955$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,2255865,C22499,DOM1,C22499$,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,582787,C1923,DOM1,C1923$,DOM1,C1923,C625,Kerberos,Network,LogOn,"Success
"
0,969961,C20533,DOM1,C20533$,DOM1,C20533,C528,Kerberos,Network,LogOn,"Success
"
0,604575,U9586,DOM1,U9586,DOM1,C20201,C457,Kerberos,Network,LogOn,"Success
"
0,1290037,U63,DOM1,U63,DOM1,C1666,C1666,?,?,TGS,"Success
"
0,810882,C1972,DOM1,U202,DOM1,C1972,C1972,Kerberos,Network,LogOn,"Success
"
0,4649713,C10964,DOM1,C10964$,DOM1,C529,C529,?,Network,LogOff,"Success
"
0,3269179,C7618,DOM1,C7618$,DOM1,C7618,C612,Kerberos,Network,LogOn,"Success
"
0,3210412,U7544,DOM1,U7544,DOM1,C4355,C1065,Kerberos,Network,LogOn,"Success
"
0,1177895,U3658,DOM1,U3658,DOM1,C9615,C3173,Kerberos,Network,LogOn,"Success
"
0,3045504,C129,DOM1,C129$,DOM1,C129,C2162,Kerberos,Network,LogOn,"Success
"
0,1701529,U66,DOM1,U66,DOM1,C1786,C1786,Kerberos,Network,LogOn,"Success
"
0,4102666,C14547,DOM1,C14547$,DOM1,C14547,C586,?,?,TGS,"Success
"
0,479326,C1583,DOM1,C1583$,DOM1,C1583,C2106,Kerberos,Network,LogOn,"Success
"
0,4734449,C1879,DOM1,C1879$,DOM1,C1879,C1879,Kerberos,Network,LogOn,"Success
"
0,2344873,ANONYMOUS LOGON,C1909,ANONYMOUS LOGON,C1909,C1909,C1909,?,Network,LogOff,"Success
"
0,3672381,U42,DOM1,U42,DOM1,C2174,C561,Kerberos,Network,LogOn,"Success
"
0,4005534,U5814,DOM1,U5814,DOM1,C13448,C467,Kerberos,Network,LogOn,"Success
"
0,1763241,C6135,DOM1,C6135$,DOM1,C2162,C2162,?,Network,LogOff,"Success
"
0,3346555,C5105,DOM1,C5105$,DOM1,C5105,C529,Kerberos,Network,LogOn,"Success
"
0,3487361,U149,DOM1,U149,DOM1,C1025,C1025,?,Network,LogOff,"Success
"
0,4471377,C6808,DOM1,C6808$,DOM1,C6808,C6808,?,?,TGS,"Success
"
0,4063426,C7416,DOM1,C7416$,DOM1,C7416,C586,Kerberos,Network,LogOn,"Success
"
0,913421,C538,DOM1,C538$,DOM1,C1085,C1085,?,Network,LogOff,"Success
"
0,2881858,C1766,DOM1,C1766$,DOM1,C1968,C101,Kerberos,Network,LogOn,"Success
"
0,479630,C879,DOM1,C879$,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,583853,C585,DOM1,C585$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,1349931,C13492,DOM1,C13492$,DOM1,C528,C528,?,Network,LogOff,"Success
"
0,136038,C3437,DOM1,C3437$,DOM1,C457,C457,?,Network,LogOff,"Success
"
0,3655135,U8707,DOM1,U8707,DOM1,C3034,C3034,?,Network,LogOff,"Success
"
0,1267671,U697,DOM1,U697,DOM1,C1193,C1065,Kerberos,Network,LogOn,"Success
"
0,1516315,C6907,DOM1,C6907$,DOM1,C6907,C6907,?,?,TGS,"Success
"
0,2736662,U66,DOM1,U66,DOM1,C1847,C1847,?,Network,LogOff,"Success
"
0,1529494,U897,DOM1,U897,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,600769,C1970,DOM1,C1970$,DOM1,C1970,C586,Kerberos,Network,LogOn,"Success
"
0,3282506,C11817,DOM1,C11817$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,2812449,C19332,DOM1,C19332$,DOM1,C19332,C19332,?,?,TGT,"Success
"
0,2840224,C874,DOM1,C874$,DOM1,C874,C612,Kerberos,Network,LogOn,"Success
"
0,3234140,C20638,DOM1,C20638$,DOM1,C20638,C20638,?,?,TGT,"Fail
"
0,4587300,U48,DOM1,U48,DOM1,C419,C419,?,Network,LogOff,"Success
"
0,3746459,U3789,DOM1,U3789,DOM1,C2162,C2162,?,Network,LogOff,"Success
"
0,3634613,C16422,DOM1,C16422$,DOM1,C16422,C625,Kerberos,Network,LogOn,"Success
"
0,176050,C2319,DOM1,C2319$,DOM1,C2320,C467,Kerberos,Network,LogOn,"Success
"
0,438737,C5268,DOM1,C5268$,DOM1,C5224,C457,Kerberos,Network,LogOn,"Success
"
0,3503947,U5597,DOM1,U5597,DOM1,C801,C801,?,Network,LogOff,"Success
"
0,59483,U4706,DOM1,U4706,DOM1,C7912,C2106,NTLM,Network,LogOn,"Success
"
0,3908786,C1344,DOM1,C1344$,DOM1,C1344,C529,Kerberos,Network,LogOn,"Success
"
0,1084378,U7185,DOM1,U7185,DOM1,C15877,C467,Kerberos,Network,LogOn,"Success
"
0,3760070,U9125,DOM1,U9125,DOM1,C2855,C2855,?,Network,LogOff,"Success
"
0,3362017,C2075,DOM1,C2075$,DOM1,C3066,C1065,Kerberos,Network,LogOn,"Success
"
0,1489477,C436,DOM1,C436$,DOM1,C436,C529,?,?,TGS,"Success
"
0,1239695,C4378,DOM1,C4378$,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,2447208,C6511,DOM1,C6511$,DOM1,C457,C457,?,Network,LogOff,"Success
"
0,4823098,C1726,DOM1,C1726$,DOM1,C1726,C528,NTLM,Network,LogOn,"Success
"
0,3842055,C7057,DOM1,C7057$,DOM1,C528,C528,?,Network,LogOff,"Success
"
0,2034271,C18754,DOM1,C18754$,DOM1,C529,C529,?,Network,LogOff,"Success
"
0,2717432,C14682,DOM1,C14682$,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,4786992,C12242,DOM1,C12242$,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,3198144,C10576,DOM1,C10576$,DOM1,C457,C457,?,Network,LogOff,"Success
"
0,3603642,NETWORK SERVICE,C19065,NETWORK SERVICE,C19065,C19065,C19065,Negotiate,Service,LogOn,"Success
"
0,4351301,C968,DOM1,C968$,DOM1,C968,C529,Kerberos,Network,LogOn,"Success
"
0,2550992,U24,DOM1,U24,DOM1,C1697,C1697,?,?,TGS,"Success
"
0,430687,C538,DOM1,C538$,DOM1,C539,C467,Kerberos,Network,LogOn,"Success
"
0,1746173,C17348,DOM1,C17348$,DOM1,C17348,C2106,Kerberos,Network,LogOn,"Success
"
0,3589366,C25850,DOM1,C25850$,DOM1,C25850,C457,Kerberos,Network,LogOn,"Success
"
0,3864360,C2032,DOM1,C2032$,DOM1,C2032,C2032,Kerberos,Network,LogOn,"Success
"
0,2493509,C1794,DOM1,C1794$,DOM1,C553,C553,?,Network,LogOff,"Success
"
0,188954,U68,DOM1,U68,DOM1,C1681,C1681,?,?,TGT,"Success
"
0,2659178,C599,DOM1,C599$,DOM1,C988,C988,?,Network,LogOff,"Success
"
0,306748,U66,DOM1,U66,DOM1,C1870,C1870,Kerberos,Network,LogOn,"Success
"
0,3075858,C3801,DOM1,U5059,DOM1,C1521,C3801,Negotiate,Unlock,LogOn,"Success
"
0,3570852,U2,DOM1,U2,DOM1,C7,C7,NTLM,Network,LogOn,"Success
"
0,4416625,U66,DOM1,U66,DOM1,C1823,C2516,?,?,TGS,"Success
"
0,3678446,C3346,DOM1,C3346$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,324532,U3512,DOM1,U3512,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,2933498,U6,DOM1,U6,DOM1,C921,C921,Kerberos,Network,LogOn,"Success
"
0,3306168,C1065,DOM1,C1065$,DOM1,C1065,C586,Kerberos,Network,LogOn,"Success
"
0,2974333,C2254,DOM1,C2254$,DOM1,C1521,C2254,Kerberos,Network,LogOn,"Success
"
0,3760656,C823,DOM1,C823$,DOM1,C823,C586,?,?,TGS,"Success
"
0,1371296,C5031,DOM1,C5031$,DOM1,C5031,C529,Kerberos,Network,LogOn,"Success
"
0,3183992,C5862,DOM1,C5862$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,2274751,C12585,DOM1,C12585$,DOM1,C12585,C586,Kerberos,Network,LogOn,"Success
"
0,556125,U3590,DOM1,U3590,DOM1,C625,C625,?,Network,LogOff,"Success
"
0,1791030,U8636,DOM1,U8636,DOM1,C4067,C612,Kerberos,Network,LogOn,"Success
"
0,4168492,C25995,DOM1,C25995$,DOM1,C25996,C1065,?,?,TGS,"Success
"
0,3996023,C23431,DOM1,C23431$,DOM1,C23431,C457,Kerberos,Network,LogOn,"Success
"
0,4244398,C1794,DOM1,C1794$,DOM1,C1795,C523,Kerberos,Network,LogOn,"Success
"
0,3503478,U4597,DOM1,U4597,DOM1,C11278,C1640,?,?,TGS,"Success
"
0,357344,C2499,DOM1,C2499$,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,3434845,C540,DOM1,C540$,DOM1,C540,C540,?,Network,LogOff,"Success
"
0,1193583,C12590,DOM1,C12590$,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,122097,C2311,DOM1,C2311$,DOM1,C457,C457,?,Network,LogOff,"Success
"
0,3937508,U1877,DOM1,U1877,DOM1,C5957,C467,Kerberos,Network,LogOn,"Success
"
0,1267270,C13128,DOM1,C13128$,DOM1,C13128,C586,Kerberos,Network,LogOn,"Success
"
0,591171,C1467,DOM1,C1467$,DOM1,C1467,C2106,Kerberos,Network,LogOn,"Success
"
0,820773,ANONYMOUS LOGON,C612,ANONYMOUS LOGON,C612,C16955,C612,NTLM,Network,LogOn,"Success
"
0,4214035,NETWORK SERVICE,C22626,NETWORK SERVICE,C22626,C22626,C22626,Negotiate,Service,LogOn,"Success
"
0,2321599,C6819,DOM1,C6819$,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,4141078,C1544,DOM1,C1544$,DOM1,C528,C528,?,Network,LogOff,"Success
"
0,4704504,C123,DOM1,C123$,DOM1,C523,C523,?,Network,LogOff,"Success
"
0,3282888,C469,DOM1,C469$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,1502237,C16204,DOM1,C16204$,DOM1,C457,C457,?,Network,LogOff,"Success
"
